It      0      1 | T(s) 149.03 | Feas 60 322846.00 324311.76 | NO-INFEASIBLE | Div 0.68 -1.00 | Feas 1.00 1.00 | Pen 119.77 0.85
It  29500   1618 | T(s) 8345.88 | Feas 29 313598.00 313946.24 | Inf 46 313426.25 313820.31 | Div 0.40 0.42 | Feas 0.20 1.00 | Pen 16.69 0.10
It  30000   2118 | T(s) 8504.29 | Feas 41 313598.00 313801.88 | Inf 46 313518.43 313928.82 | Div 0.36 0.42 | Feas 0.13 1.00 | Pen 20.43 0.10
It  30500   2618 | T(s) 8650.86 | Feas 36 313598.00 313914.52 | Inf 26 313451.79 314258.72 | Div 0.41 0.50 | Feas 0.19 1.00 | Pen 17.71 0.10
It  31000    315 | T(s) 8803.70 | Feas 53 313583.00 313761.28 | Inf 54 313451.79 313874.01 | Div 0.33 0.42 | Feas 0.21 1.00 | Pen 17.71 0.10
It  31500    815 | T(s) 8961.71 | Feas 63 313583.00 313828.84 | Inf 43 313360.94 313713.09 | Div 0.35 0.43 | Feas 0.21 1.00 | Pen 17.71 0.10
It  32000   1315 | T(s) 9116.17 | Feas 48 313583.00 313862.88 | Inf 33 313435.33 313803.88 | Div 0.36 0.43 | Feas 0.13 1.00 | Pen 21.25 0.10
It  32500   1815 | T(s) 9275.24 | Feas 64 313583.00 313765.80 | Inf 58 313368.38 313809.90 | Div 0.30 0.41 | Feas 0.18 1.00 | Pen 18.07 0.10
It  33000   2315 | T(s) 9425.70 | Feas 47 313583.00 313842.52 | Inf 55 313453.37 313881.29 | Div 0.36 0.41 | Feas 0.10 1.00 | Pen 22.11 0.10
It  33500   2815 | T(s) 9573.80 | Feas 26 313583.00 313975.20 | Inf 35 313391.60 314201.70 | Div 0.40 0.47 | Feas 0.21 1.00 | Pen 19.17 0.10
It  34000    141 | T(s) 9714.12 | Feas 27 313534.00 313993.72 | Inf 53 313338.06 313943.18 | Div 0.42 0.43 | Feas 0.33 1.00 | Pen 16.62 0.10
It  34500    641 | T(s) 9853.01 | Feas 48 313534.00 313972.12 | Inf 51 313416.25 314058.52 | Div 0.40 0.45 | Feas 0.10 1.00 | Pen 20.35 0.10
It  35000   1141 | T(s) 9998.98 | Feas 58 313534.00 313898.28 | Inf 44 313488.56 313980.40 | Div 0.39 0.43 | Feas 0.14 1.00 | Pen 24.41 0.10
It  35500   1641 | T(s) 10147.96 | Feas 28 313534.00 314104.60 | Inf 47 313359.42 313761.45 | Div 0.45 0.43 | Feas 0.17 1.00 | Pen 17.64 0.10
It  36000   2141 | T(s) 10296.68 | Feas 40 313534.00 313987.12 | Inf 46 313366.83 313766.40 | Div 0.43 0.43 | Feas 0.19 1.00 | Pen 17.99 0.10
It  36500   2641 | T(s) 10443.50 | Feas 29 313534.00 313971.48 | Inf 34 313442.40 313834.20 | Div 0.43 0.44 | Feas 0.25 1.00 | Pen 21.59 0.10
It  37000   3141 | T(s) 10585.64 | Feas 51 313534.00 313939.16 | Inf 25 313374.39 314358.82 | Div 0.39 0.50 | Feas 0.17 1.00 | Pen 18.35 0.10
It  37500   3641 | T(s) 10728.30 | Feas 37 313534.00 313836.56 | Inf 52 313291.53 313634.33 | Div 0.37 0.40 | Feas 0.26 1.00 | Pen 15.91 0.10
It  38000    242 | T(s) 10873.48 | Feas 30 313390.00 313901.72 | Inf 48 313397.98 313765.24 | Div 0.42 0.43 | Feas 0.20 1.00 | Pen 19.48 0.10
It  38500    742 | T(s) 11025.00 | Feas 29 313390.00 314415.12 | Inf 26 313198.16 314108.96 | Div 0.49 0.50 | Feas 0.24 1.00 | Pen 19.86 0.10
It  39000   1242 | T(s) 11183.01 | Feas 29 313390.00 314413.96 | Inf 50 313128.12 313743.56 | Div 0.49 0.42 | Feas 0.26 1.00 | Pen 17.22 0.10
It  39500   1742 | T(s) 11334.34 | Feas 46 313390.00 314158.84 | Inf 44 313207.34 313673.88 | Div 0.44 0.40 | Feas 0.21 1.00 | Pen 20.67 0.10
It  40000   2242 | T(s) 11481.77 | Feas 31 313390.00 314160.16 | Inf 64 313216.85 313629.60 | Div 0.47 0.37 | Feas 0.12 1.00 | Pen 21.08 0.10
It  40500   2742 | T(s) 11641.82 | Feas 64 313390.00 314029.36 | Inf 34 313144.12 313640.83 | Div 0.40 0.43 | Feas 0.23 1.00 | Pen 17.92 0.10
It  41000   3242 | T(s) 11804.36 | Feas 40 313390.00 314055.68 | Inf 59 313106.88 313360.71 | Div 0.44 0.32 | Feas 0.22 1.00 | Pen 17.92 0.10
It  41500   3742 | T(s) 11979.00 | Feas 53 313390.00 314015.16 | Inf 57 313200.05 313414.57 | Div 0.42 0.30 | Feas 0.20 1.00 | Pen 21.50 0.10
It  42000   4242 | T(s) 12140.61 | Feas 31 313390.00 314203.32 | Inf 45 313200.05 313382.43 | Div 0.47 0.32 | Feas 0.24 1.00 | Pen 21.50 0.10
It  42500   4742 | T(s) 12285.90 | Feas 63 313390.00 313869.88 | Inf 27 313151.05 313791.34 | Div 0.40 0.44 | Feas 0.20 1.00 | Pen 21.50 0.10

