=========== Algorithm Parameters =================
---- nbGranular              is set to 20
---- mu                      is set to 25
---- lambda                  is set to 40
---- nbElite                 is set to 4
---- nbClose                 is set to 5
---- nbIterPenaltyManagement is set to 100
---- targetFeasible          is set to 0.2
---- penaltyDecrease         is set to 0.85
---- penaltyIncrease         is set to 1.2
---- seed                    is set to 1
---- nbIter                  is set to 20000
---- nbIterTraces            is set to 500
---- timeLimit               is set to 2460
---- useSwapStar             is set to 1
==================================================
----- READING INSTANCE: XLDemo/XLTEST-n1048-k139.vrp
0.57 0.57 | Feas 0.21 1.00 | Pen 52.50 0.17
It   1500    246 | T(s) 14.81 | Feas 41 126323.00 126829.60 | Inf 30 126628.00 126909.56 | Div 0.51 0.56 | Feas 0.18 1.00 | Pen 52.50 0.10
It  32000    566 | T(s) 265.43 | Feas 63 124811.00 124815.80 | Inf 41 124817.74 124877.01 | Div 0.05 0.13 | Feas 0.36 1.00 | Pen 26.74 0.10
It  32500      9 | T(s) 269.89 | Feas 46 124797.00 124819.24 | Inf 33 124804.09 124874.25 | Div 0.08 0.14 | Feas 0.22 1.00 | Pen 32.09 0.10
It  33000      8 | T(s) 274.23 | Feas 29 124787.00 124834.48 | Inf 50 124791.27 124812.73 | Div 0.11 0.10 | Feas 0.26 1.00 | Pen 27.27 0.10
It  33500    508 | T(s) 278.00 | Feas 41 124787.00 124793.28 | Inf 52 124769.29 124780.94 | Div 0.05 0.08 | Feas 0.25 1.00 | Pen 23.65 0.10
It  34000   1008 | T(s) 282.41 | Feas 42 124787.00 124789.76 | Inf 59 124813.94 124884.24 | Div 0.04 0.10 | Feas 0.22 1.00 | Pen 28.94 0.10
It  34500    335 | T(s) 286.70 | Feas 42 124772.00 124793.52 | Inf 46 124833.11 125133.46 | Div 0.05 0.16 | Feas 0.08 1.00 | Pen 30.11 0.10
It  35000    835 | T(s) 291.00 | Feas 60 124772.00 124785.28 | Inf 27 124787.60 124871.95 | Div 0.06 0.16 | Feas 0.26 1.00 | Pen 25.60 0.10
It  35500    365 | T(s) 295.21 | Feas 37 124767.00 124801.48 | Inf 34 124782.11 124961.13 | Div 0.10 0.20 | Feas 0.17 1.00 | Pen 26.11 0.10
It  36000    865 | T(s) 299.25 | Feas 41 124767.00 124783.76 | Inf 61 124748.11 124790.36 | Div 0.07 0.09 | Feas 0.19 1.00 | Pen 26.11 0.10
It  36500    444 | T(s) 303.37 | Feas 44 124750.00 124784.08 | Inf 61 124750.16 124828.22 | Div 0.10 0.11 | Feas 0.25 1.00 | Pen 27.16 0.10
It  37000    129 | T(s) 307.42 | Feas 28 124726.00 124765.72 | Inf 40 124736.55 124755.55 | Div 0.08 0.08 | Feas 0.27 1.00 | Pen 23.55 0.10
It  37500    257 | T(s) 311.44 | Feas 55 124717.00 124743.76 | Inf 36 124715.01 124781.24 | Div 0.06 0.14 | Feas 0.27 1.00 | Pen 24.50 0.10
It  38000    207 | T(s) 315.36 | Feas 59 124715.00 124718.00 | Inf 65 124712.49 124715.72 | Div 0.03 0.05 | Feas 0.30 1.00 | Pen 25.49 0.10
It  38500     79 | T(s) 319.15 | Feas 53 124713.00 124737.64 | Inf 61 124705.40 124723.91 | Div 0.09 0.08 | Feas 0.21 1.00 | Pen 31.20 0.10
It  39000    218 | T(s) 323.18 | Feas 42 124709.00 124749.44 | Inf 54 124677.39 124709.50 | Div 0.11 0.06 | Feas 0.14 1.00 | Pen 32.46 0.10
It  39500    269 | T(s) 327.95 | Feas 54 124689.00 124750.88 | Inf 50 124674.95 124773.05 | Div 0.11 0.14 | Feas 0.16 1.00 | Pen 38.95 0.10
It  40000    363 | T(s) 332.28 | Feas 37 124661.00 124682.92 | Inf 37 124667.77 124693.89 | Div 0.05 0.10 | Feas 0.26 1.00 | Pen 33.77 0.10
It  40500    863 | T(s) 336.98 | Feas 60 124661.00 124670.68 | Inf 53 124636.87 124665.72 | Div 0.04 0.08 | Feas 0.09 1.00 | Pen 29.87 0.10
It  41000    229 | T(s) 341.38 | Feas 38 124660.00 124661.92 | Inf 32 124624.55 124680.01 | Div 0.03 0.12 | Feas 0.17 1.00 | Pen 25.39 0.10
It  41500    729 | T(s) 345.32 | Feas 37 124660.00 124671.60 | Inf 33 124604.55 124646.75 | Div 0.05 0.10 | Feas 0.16 1.00 | Pen 25.39 0.10
It  42000    191 | T(s) 349.18 | Feas 39 124650.00 124729.00 | Inf 33 124623.39 124664.72 | Div 0.12 0.11 | Feas 0.22 1.00 | Pen 30.46 0.10
It  42500      3 | T(s) 353.32 | Feas 30 124635.00 124684.84 | Inf 31 124622.39 124656.80 | Div 0.10 0.10 | Feas 0.23 1.00 | Pen 30.46 0.10
It  43000    387 | T(s) 356.54 | Feas 59 124634.00 124637.48 | Inf 43 124607.65 124615.18 | Div 0.04 0.06 | Feas 0.19 1.00 | Pen 26.41 0.10
It  43500    140 | T(s) 359.57 | Feas 32 124626.00 124655.28 | Inf 29 124604.24 124615.92 | Div 0.08 0.08 | Feas 0.22 1.00 | Pen 26.41 0.10
It  44000    640 | T(s) 362.80 | Feas 50 124626.00 124632.00 | Inf 26 124607.76 124752.02 | Div 0.05 0.16 | Feas 0.16 1.00 | Pen 26.94 0.10
It  44500    290 | T(s) 366.24 | Feas 33 124625.00 124636.20 | Inf 57 124587.40 124597.02 | Div 0.06 0.05 | Feas 0.27 1.00 | Pen 22.90 0.10
It  45000     13 | T(s) 369.83 | Feas 25 124622.00 124636.68 | Inf 44 124590.15 124611.52 | Div 0.07 0.09 | Feas 0.20 1.00 | Pen 23.36 0.10
It  45500    513 | T(s) 373.43 | Feas 25 124622.00 124648.44 | Inf 36 125344.58 125603.79 | Div 0.04 0.12 | Feas 0.00 1.00 | Pen 24.30 0.10
It  46000   1013 | T(s) 376.42 | Feas 54 124622.00 124622.60 | Inf 60 124618.30 124618.58 | Div 0.02 0.01 | Feas 0.22 1.00 | Pen 24.30 0.10
It  46500   1513 | T(s) 379.93 | Feas 55 124622.00 124622.44 | Inf 45 124619.28 124620.72 | Div 0.02 0.02 | Feas 0.40 1.00 | Pen 25.28 0.10
It  47000   2013 | T(s) 384.23 | Feas 63 124622.00 124622.76 | Inf 34 124572.52 124593.35 | Div 0.02 0.06 | Feas 0.29 1.00 | Pen 21.92 0.10
It  47500   2513 | T(s) 389.04 | Feas 41 124622.00 124623.28 | Inf 47 124616.81 124700.54 | Div 0.03 0.09 | Feas 0.18 1.00 | Pen 22.81 0.10
It  48000   3013 | T(s) 393.71 | Feas 63 124622.00 124623.48 | Inf 36 124466.59 124610.73 | Div 0.03 0.05 | Feas 0.30 1.00 | Pen 20.17 0.10
It  48500   3513 | T(s) 398.59 | Feas 48 124622.00 124624.40 | Inf 28 124623.62 125020.61 | Div 0.04 0.17 | Feas 0.12 1.00 | Pen 29.62 0.10
It  49000   4013 | T(s) 402.89 | Feas 45 124622.00 124766.88 | Inf 59 124807.73 125039.91 | Div 0.11 0.09 | Feas 0.00 1.00 | Pen 25.68 0.10
It  49500   4513 | T(s) 407.08 | Feas 57 124622.00 124622.60 | Inf 49 124375.14 124566.43 | Div 0.03 0.08 | Feas 0.42 1.00 | Pen 18.93 0.10
It  50000   5013 | T(s) 412.40 | Feas 42 124622.00 124685.52 | Inf 39 125458.21 125835.21 | Div 0.08 0.15 | Feas 0.00 1.00 | Pen 23.17 0.10
It  50500   5513 | T(s) 416.84 | Feas 38 124622.00 124624.52 | Inf 47 124595.89 124621.49 | Div 0.04 0.07 | Feas 0.25 1.00 | Pen 23.63 0.10
It  51000   6013 | T(s) 420.98 | Feas 31 124622.00 124638.32 | Inf 58 125061.03 125287.58 | Div 0.07 0.09 | Feas 0.00 1.00 | Pen 24.59 0.10
It  51500   6513 | T(s) 425.27 | Feas 25 124622.00 124631.16 | Inf 57 124611.38 124685.59 | Div 0.06 0.09 | Feas 0.18 1.00 | Pen 25.08 0.10
It  52000   7013 | T(s) 429.52 | Feas 29 124622.00 124634.12 | Inf 54 124591.73 124628.72 | Div 0.06 0.08 | Feas 0.20 1.00 | Pen 25.58 0.10
It  52500   7513 | T(s) 433.32 | Feas 51 124622.00 124624.88 | Inf 55 124603.45 124698.11 | Div 0.04 0.11 | Feas 0.16 1.00 | Pen 26.09 0.10
It  53000   8013 | T(s) 437.21 | Feas 55 124622.00 124623.12 | Inf 36 124586.72 124671.04 | Div 0.04 0.13 | Feas 0.28 1.00 | Pen 22.62 0.10
It  53500   8513 | T(s) 441.63 | Feas 28 124622.00 124679.84 | Inf 37 125380.07 125724.17 | Div 0.09 0.18 | Feas 0.00 1.00 | Pen 23.53 0.10
It  54000   9013 | T(s) 446.13 | Feas 44 124622.00 124622.92 | Inf 43 124618.48 124784.43 | Div 0.03 0.13 | Feas 0.19 1.00 | Pen 24.48 0.10
It  54500   9513 | T(s) 451.44 | Feas 64 124622.00 124632.20 | Inf 61 124794.95 125034.45 | Div 0.05 0.10 | Feas 0.00 1.00 | Pen 25.47 0.10
It  55000  10013 | T(s) 454.83 | Feas 33 124622.00 124623.76 | Inf 49 124572.51 124607.03 | Div 0.05 0.07 | Feas 0.34 1.00 | Pen 22.09 0.10
It  55500  10513 | T(s) 458.14 | Feas 52 124622.00 124622.60 | Inf 44 124341.05 124500.56 | Div 0.03 0.12 | Feas 0.28 1.00 | Pen 19.15 0.10
It  56000  11013 | T(s) 463.56 | Feas 32 124622.00 124634.12 | Inf 65 124621.57 124793.36 | Div 0.06 0.09 | Feas 0.14 1.00 | Pen 27.57 0.10
It  56500  11513 | T(s) 468.24 | Feas 58 124622.00 124622.88 | Inf 46 124617.91 124653.85 | Div 0.03 0.07 | Feas 0.25 1.00 | Pen 23.91 0.10
It  57000  12013 | T(s) 473.18 | Feas 60 124622.00 124622.48 | Inf 28 124506.18 124627.11 | Div 0.03 0.07 | Feas 0.37 1.00 | Pen 21.14 0.10
It  57500  12513 | T(s) 477.60 | Feas 25 124622.00 124654.36 | Inf 43 124614.75 124934.65 | Div 0.07 0.17 | Feas 0.00 1.00 | Pen 25.88 0.10
It  58000  13013 | T(s) 481.28 | Feas 53 124622.00 124622.60 | Inf 58 124577.98 124583.85 | Div 0.03 0.05 | Feas 0.27 1.00 | Pen 22.00 0.10
It  58500     88 | T(s) 485.28 | Feas 49 124581.00 124629.84 | Inf 63 124597.92 124618.64 | Div 0.07 0.09 | Feas 0.23 1.00 | Pen 26.92 0.10
It  59000     84 | T(s) 489.36 | Feas 51 124550.00 124591.44 | Inf 57 124557.31 124606.68 | Div 0.06 0.08 | Feas 0.18 1.00 | Pen 32.31 0.10
It  59500    584 | T(s) 493.06 | Feas 51 124550.00 124556.64 | Inf 62 124536.05 124544.21 | Div 0.04 0.05 | Feas 0.11 1.00 | Pen 28.01 0.10
It  60000    329 | T(s) 496.86 | Feas 65 124548.00 124549.04 | Inf 35 124508.85 124523.49 | Div 0.02 0.06 | Feas 0.21 1.00 | Pen 23.81 0.10
It  60500    829 | T(s) 501.08 | Feas 35 124548.00 124549.44 | Inf 30 124541.42 124638.80 | Div 0.02 0.13 | Feas 0.24 1.00 | Pen 24.28 0.10
It  61000   1329 | T(s) 505.63 | Feas 25 124548.00 124572.72 | Inf 42 124801.36 125139.98 | Div 0.05 0.13 | Feas 0.00 1.00 | Pen 25.27 0.10
It  61500    143 | T(s) 509.15 | Feas 56 124547.00 124549.36 | Inf 64 124522.86 124569.20 | Div 0.03 0.09 | Feas 0.25 1.00 | Pen 25.77 0.10
It  62000    643 | T(s) 512.30 | Feas 53 124547.00 124555.16 | Inf 64 124515.86 124604.01 | Div 0.06 0.10 | Feas 0.19 1.00 | Pen 26.29 0.10
It  62500    115 | T(s) 515.38 | Feas 28 124546.00 124586.00 | Inf 52 124516.44 124597.36 | Div 0.09 0.08 | Feas 0.13 1.00 | Pen 26.81 0.10
It  63000    615 | T(s) 518.60 | Feas 55 124546.00 124616.68 | Inf 43 125169.02 125534.26 | Div 0.10 0.15 | Feas 0.00 1.00 | Pen 23.25 0.10
It  63500    101 | T(s) 521.84 | Feas 48 124537.00 124547.08 | Inf 26 124525.27 124604.13 | Div 0.06 0.12 | Feas 0.29 1.00 | Pen 23.71 0.10
It  64000    179 | T(s) 524.94 | Feas 25 124523.00 124688.00 | Inf 51 124509.07 124561.96 | Div 0.15 0.11 | Feas 0.20 1.00 | Pen 29.02 0.10
It  64500    309 | T(s) 527.94 | Feas 39 124517.00 124527.68 | Inf 30 124484.49 124528.64 | Div 0.06 0.10 | Feas 0.21 1.00 | Pen 25.16 0.10
It  65000    809 | T(s) 530.88 | Feas 61 124517.00 124517.80 | Inf 47 124446.12 124478.09 | Div 0.02 0.05 | Feas 0.30 1.00 | Pen 21.39 0.10
It  65500   1309 | T(s) 534.51 | Feas 58 124517.00 124518.96 | Inf 45 124462.63 124516.68 | Div 0.03 0.13 | Feas 0.24 1.00 | Pen 22.25 0.10
It  66000   1809 | T(s) 537.69 | Feas 48 124517.00 124518.36 | Inf 51 124492.41 124535.01 | Div 0.03 0.10 | Feas 0.21 1.00 | Pen 26.70 0.10
It  66500   2309 | T(s) 540.53 | Feas 55 124517.00 124517.40 | Inf 62 124432.23 124448.50 | Div 0.02 0.05 | Feas 0.22 1.00 | Pen 22.70 0.10
It  67000   2809 | T(s) 543.77 | Feas 48 124517.00 124518.00 | Inf 61 124484.22 124536.30 | Div 0.03 0.07 | Feas 0.18 1.00 | Pen 23.15 0.10
It  67500   3309 | T(s) 546.94 | Feas 46 124517.00 124518.60 | Inf 58 124478.91 124486.40 | Div 0.04 0.05 | Feas 0.21 1.00 | Pen 23.15 0.10
It  68000   3809 | T(s) 550.01 | Feas 36 124517.00 124518.44 | Inf 49 124134.42 124318.23 | Div 0.03 0.09 | Feas 0.28 1.00 | Pen 19.68 0.10
It  68500   4309 | T(s) 553.68 | Feas 30 124517.00 124537.12 | Inf 25 125133.21 125526.39 | Div 0.07 0.18 | Feas 0.00 1.00 | Pen 24.57 0.10
It  69000    335 | T(s) 556.97 | Feas 60 124512.00 124517.64 | Inf 65 124509.06 124515.54 | Div 0.03 0.03 | Feas 0.23 1.00 | Pen 25.06 0.10
It  69500    835 | T(s) 560.15 | Feas 51 124512.00 124515.20 | Inf 50 124475.45 124496.48 | Div 0.03 0.06 | Feas 0.29 1.00 | Pen 21.73 0.10
It  70000   1335 | T(s) 563.28 | Feas 60 124512.00 124514.56 | Inf 57 124506.60 124529.07 | Div 0.03 0.07 | Feas 0.30 1.00 | Pen 22.60 0.10
It  70500   1835 | T(s) 566.39 | Feas 54 124512.00 124516.44 | Inf 49 124507.06 124581.63 | Div 0.04 0.12 | Feas 0.27 1.00 | Pen 23.06 0.10
It  71000    170 | T(s) 569.85 | Feas 53 124509.00 124513.04 | Inf 47 124512.22 124539.34 | Div 0.04 0.07 | Feas 0.25 1.00 | Pen 28.22 0.10
It  71500    670 | T(s) 572.59 | Feas 29 124509.00 124548.48 | Inf 45 124335.22 124468.58 | Div 0.08 0.07 | Feas 0.29 1.00 | Pen 20.39 0.10
It  72000   1170 | T(s) 576.17 | Feas 42 124509.00 124510.40 | Inf 26 124585.38 124873.63 | Div 0.03 0.22 | Feas 0.17 1.00 | Pen 24.96 0.10
It  72500   1670 | T(s) 579.55 | Feas 45 124509.00 124527.40 | Inf 36 124631.89 124938.41 | Div 0.07 0.16 | Feas 0.06 1.00 | Pen 25.97 0.10
It  73000   2170 | T(s) 582.74 | Feas 48 124509.00 124511.56 | Inf 36 124485.03 124579.01 | Div 0.04 0.12 | Feas 0.22 1.00 | Pen 27.01 0.10
It  73500    294 | T(s) 585.99 | Feas 61 124506.00 124510.68 | Inf 31 124527.11 125135.03 | Div 0.03 0.23 | Feas 0.09 1.00 | Pen 28.11 0.10
It  74000    794 | T(s) 589.32 | Feas 30 124506.00 124582.20 | Inf 27 124606.24 125165.15 | Div 0.11 0.25 | Feas 0.10 1.00 | Pen 29.24 0.10
It  74500    100 | T(s) 592.64 | Feas 34 124504.00 124514.20 | Inf 54 124415.06 124532.14 | Div 0.07 0.12 | Feas 0.26 1.00 | Pen 21.55 0.10
It  75000    600 | T(s) 595.73 | Feas 59 124504.00 124506.36 | Inf 36 124461.90 124545.67 | Div 0.03 0.12 | Feas 0.39 1.00 | Pen 21.98 0.10
It  75500   1100 | T(s) 598.89 | Feas 47 124504.00 124505.44 | Inf 33 124399.03 124435.76 | Div 0.03 0.09 | Feas 0.20 1.00 | Pen 22.42 0.10
