=========== Algorithm Parameters =================
---- nbGranular              is set to 20
---- mu                      is set to 25
---- lambda                  is set to 40
---- nbElite                 is set to 4
---- nbClose                 is set to 5
---- nbIterPenaltyManagement is set to 100
---- targetFeasible          is set to 0.2
---- penaltyDecrease         is set to 0.85
---- penaltyIncrease         is set to 1.2
---- seed                    is set to 1
---- nbIter                  is set to 20000
---- nbIterTraces            is set to 500
---- timeLimit               is set to 14460
---- useSwapStar             is set to 1
==================================================
----- READING INSTANCE: XLDemo/XLTEST-n6034-k1234.vrp
----- FLEET SIZE WAS NOT SPECIFIED: DEFAULT INITIALIZATION TO 1607 VEHICLES
----- INSTANCE SUCCESSFULLY LOADED WITH 6033 CLIENTS AND 1607 VEHICLES
----- BUILDING INITIAL POPULATION
----- STARTING GENETIC ALGORITHM
It      0      2 | T(s) 64.16 | Feas 54 1024481.00 1026191.36 | Inf 59 1024376.60 1025669.59 | Div 0.75 0.75 | Feas 0.01 1.00 | Pen 16.56 0.85
It   5500     16 | T(s) 1710.77 | Feas 26 1007793.00 1008705.12 | Inf 43 1007630.24 1008380.88 | Div 0.59 0.50 | Feas 0.26 1.00 | Pen 30.24 0.10
It   6000     57 | T(s) 1856.43 | Feas 52 1007651.00 1008033.96 | Inf 42 1007637.76 1008117.62 | Div 0.44 0.47 | Feas 0.07 1.00 | Pen 37.76 0.10
It   6500    557 | T(s) 2005.52 | Feas 26 1007651.00 1008156.32 | Inf 54 1007614.74 1008003.09 | Div 0.52 0.44 | Feas 0.32 1.00 | Pen 32.74 0.10
It   7000    466 | T(s) 2151.35 | Feas 62 1007631.00 1007990.76 | Inf 37 1007621.28 1008093.15 | Div 0.46 0.50 | Feas 0.13 1.00 | Pen 39.28 0.10
It   7500    966 | T(s) 2296.61 | Feas 53 1007631.00 1008017.56 | Inf 55 1007516.06 1007943.68 | Div 0.50 0.48 | Feas 0.19 1.00 | Pen 34.06 0.10
It   8000    417 | T(s) 2443.21 | Feas 30 1007597.00 1008274.96 | Inf 45 1007516.06 1007981.09 | Div 0.57 0.52 | Feas 0.17 1.00 | Pen 34.06 0.10
It   8500    917 | T(s) 2593.37 | Feas 55 1007597.00 1008025.00 | Inf 41 1007365.96 1007906.88 | Div 0.51 0.54 | Feas 0.20 1.00 | Pen 34.74 0.10
It   9000    473 | T(s) 2748.72 | Feas 38 1007534.00 1007902.04 | Inf 36 1007368.74 1008078.97 | Div 0.52 0.57 | Feas 0.17 1.00 | Pen 35.43 0.10
It   9500     26 | T(s) 2900.65 | Feas 25 1007452.00 1008102.88 | Inf 62 1007371.57 1007861.98 | Div 0.56 0.52 | Feas 0.27 1.00 | Pen 36.14 0.10
It  10000    252 | T(s) 3051.07 | Feas 62 1007328.00 1007775.48 | Inf 47 1007270.60 1007747.58 | Div 0.49 0.50 | Feas 0.21 1.00 | Pen 37.60 0.10
It  10500    157 | T(s) 3201.27 | Feas 59 1007320.00 1007543.40 | Inf 33 1007278.12 1007644.51 | Div 0.40 0.49 | Feas 0.14 1.00 | Pen 45.12 0.10
It  11000    478 | T(s) 3352.29 | Feas 42 1007180.00 1007487.76 | Inf 53 1007166.36 1007472.26 | Div 0.47 0.44 | Feas 0.24 1.00 | Pen 38.36 0.10
It  11500    356 | T(s) 3498.72 | Feas 59 1007111.00 1007442.28 | Inf 39 1007062.36 1007523.28 | Div 0.40 0.45 | Feas 0.17 1.00 | Pen 38.36 0.10
It  12000    260 | T(s) 3645.04 | Feas 57 1007045.00 1007332.88 | Inf 26 1007046.89 1007422.14 | Div 0.38 0.48 | Feas 0.15 1.00 | Pen 47.89 0.10
It  12500    273 | T(s) 3789.14 | Feas 63 1007024.00 1007269.52 | Inf 35 1007019.52 1007336.05 | Div 0.32 0.40 | Feas 0.34 1.00 | Pen 41.52 0.10
It  13000    773 | T(s) 3937.04 | Feas 50 1007024.00 1007421.80 | Inf 38 1007028.82 1007366.40 | Div 0.41 0.41 | Feas 0.07 1.00 | Pen 50.82 0.10
It  13500   1273 | T(s) 4080.80 | Feas 49 1007024.00 1007488.76 | Inf 35 1007022.94 1007382.28 | Div 0.45 0.44 | Feas 0.41 1.00 | Pen 44.94 0.10
It  14000   1773 | T(s) 4230.77 | Feas 53 1007024.00 1007403.44 | Inf 41 1007024.76 1007546.61 | Div 0.43 0.47 | Feas 0.24 1.00 | Pen 46.76 0.10
It  14500    378 | T(s) 4382.14 | Feas 65 1006974.00 1007310.40 | Inf 29 1007021.64 1007499.75 | Div 0.42 0.51 | Feas 0.10 1.00 | Pen 48.64 0.10
It  15000    878 | T(s) 4530.32 | Feas 65 1006974.00 1007227.20 | Inf 59 1006932.02 1007165.94 | Div 0.41 0.41 | Feas 0.28 1.00 | Pen 43.02 0.10
It  15500   1378 | T(s) 4679.48 | Feas 30 1006974.00 1007404.92 | Inf 36 1006933.76 1007290.19 | Div 0.51 0.48 | Feas 0.33 1.00 | Pen 44.76 0.10
It  16000      7 | T(s) 4829.03 | Feas 38 1006833.00 1007218.48 | Inf 28 1006826.58 1007427.81 | Div 0.47 0.51 | Feas 0.29 1.00 | Pen 39.58 0.10
It  16500    122 | T(s) 4977.20 | Feas 36 1006653.00 1007090.76 | Inf 26 1006835.45 1007325.69 | Div 0.42 0.50 | Feas 0.25 1.00 | Pen 48.45 0.10
It  17000    335 | T(s) 5126.50 | Feas 35 1006565.00 1007016.28 | Inf 54 1006581.84 1006975.28 | Div 0.44 0.40 | Feas 0.32 1.00 | Pen 42.84 0.10
It  17500     34 | T(s) 5281.14 | Feas 63 1006549.00 1006916.52 | Inf 64 1006556.49 1006905.60 | Div 0.38 0.39 | Feas 0.02 1.00 | Pen 53.49 0.10
It  18000    210 | T(s) 5423.32 | Feas 48 1006439.00 1006789.04 | Inf 42 1006548.37 1006862.28 | Div 0.38 0.42 | Feas 0.24 1.00 | Pen 46.37 0.10
It  18500    710 | T(s) 5565.31 | Feas 38 1006439.00 1006834.24 | Inf 33 1006437.01 1006931.13 | Div 0.40 0.44 | Feas 0.36 1.00 | Pen 41.01 0.10
It  19000    272 | T(s) 5712.73 | Feas 41 1006413.00 1006756.24 | Inf 58 1006418.20 1006656.46 | Div 0.40 0.34 | Feas 0.00 1.00 | Pen 51.20 0.10
It  19500    333 | T(s) 5854.28 | Feas 60 1006357.00 1006680.44 | Inf 26 1006356.28 1006964.28 | Div 0.38 0.48 | Feas 0.52 1.00 | Pen 45.28 0.10
It  20000    833 | T(s) 5996.02 | Feas 53 1006357.00 1006688.92 | Inf 63 1006351.04 1006800.25 | Div 0.40 0.41 | Feas 0.31 1.00 | Pen 40.04 0.10
It  20500    210 | T(s) 6140.44 | Feas 32 1006245.00 1006972.08 | Inf 25 1006240.66 1007502.90 | Div 0.48 0.53 | Feas 0.32 1.00 | Pen 41.66 0.10
It  21000    710 | T(s) 6287.36 | Feas 56 1006245.00 1006757.72 | Inf 53 1006251.01 1006899.89 | Div 0.41 0.45 | Feas 0.00 1.00 | Pen 52.01 0.10
It  21500    142 | T(s) 6431.32 | Feas 25 1006203.00 1006834.08 | Inf 64 1006244.99 1006498.87 | Div 0.45 0.32 | Feas 0.01 1.00 | Pen 45.99 0.10
It  22000    387 | T(s) 6572.07 | Feas 38 1006089.00 1006629.08 | Inf 50 1006054.68 1006642.01 | Div 0.42 0.40 | Feas 0.36 1.00 | Pen 40.68 0.10
It  22500    427 | T(s) 6719.42 | Feas 41 1006040.00 1006527.60 | Inf 60 1006064.78 1006521.63 | Div 0.42 0.40 | Feas 0.00 1.00 | Pen 50.78 0.10
It  23000    217 | T(s) 6861.65 | Feas 65 1005820.00 1006251.52 | Inf 33 1006032.82 1006452.22 | Div 0.34 0.41 | Feas 0.36 1.00 | Pen 44.91 0.10
It  23500    717 | T(s) 7001.30 | Feas 37 1005820.00 1006238.84 | Inf 26 1005869.71 1006603.81 | Div 0.35 0.45 | Feas 0.36 1.00 | Pen 39.71 0.10
It  24000   1217 | T(s) 7146.27 | Feas 37 1005820.00 1006257.08 | Inf 42 1005795.58 1006258.83 | Div 0.36 0.37 | Feas 0.00 1.00 | Pen 49.58 0.10
It  24500   1717 | T(s) 7289.77 | Feas 36 1005820.00 1006137.84 | Inf 29 1005732.85 1006274.79 | Div 0.35 0.41 | Feas 0.36 1.00 | Pen 43.85 0.10
It  25000    338 | T(s) 7432.10 | Feas 49 1005768.00 1006179.08 | Inf 27 1005680.78 1006334.07 | Div 0.33 0.43 | Feas 0.32 1.00 | Pen 38.78 0.10
It  25500    257 | T(s) 7577.40 | Feas 57 1005757.00 1006201.88 | Inf 58 1005573.41 1006155.62 | Div 0.38 0.37 | Feas 0.01 1.00 | Pen 48.41 0.10
It  26000    757 | T(s) 7719.40 | Feas 63 1005757.00 1006099.96 | Inf 34 1005567.81 1006390.08 | Div 0.36 0.43 | Feas 0.38 1.00 | Pen 42.81 0.10
It  26500   1257 | T(s) 7865.65 | Feas 60 1005757.00 1006043.32 | Inf 45 1005578.45 1006160.47 | Div 0.35 0.39 | Feas 0.02 1.00 | Pen 53.45 0.10
It  27000    143 | T(s) 8004.78 | Feas 38 1005688.00 1006201.20 | Inf 36 1005572.27 1006240.34 | Div 0.40 0.41 | Feas 0.01 1.00 | Pen 47.27 0.10
It  27500    409 | T(s) 8147.99 | Feas 30 1005516.00 1006183.92 | Inf 65 1005566.80 1006053.25 | Div 0.41 0.34 | Feas 0.34 1.00 | Pen 41.80 0.10
It  28000    909 | T(s) 8291.62 | Feas 45 1005516.00 1005970.76 | Inf 42 1005577.19 1006041.19 | Div 0.36 0.36 | Feas 0.01 1.00 | Pen 52.19 0.10
It  28500   1409 | T(s) 8434.06 | Feas 26 1005516.00 1006393.20 | Inf 50 1005563.46 1006139.59 | Div 0.44 0.39 | Feas 0.37 1.00 | Pen 38.46 0.10
It  29000   1909 | T(s) 8578.61 | Feas 29 1005516.00 1006123.96 | Inf 29 1005532.02 1006015.42 | Div 0.41 0.39 | Feas 0.00 1.00 | Pen 48.02 0.10
It  29500   2409 | T(s) 8722.42 | Feas 53 1005516.00 1005937.32 | Inf 54 1005526.46 1005923.07 | Div 0.33 0.34 | Feas 0.38 1.00 | Pen 42.46 0.10
It  30000   2909 | T(s) 8863.63 | Feas 52 1005516.00 1005976.00 | Inf 64 1005366.01 1005811.70 | Div 0.36 0.31 | Feas 0.01 1.00 | Pen 53.01 0.10
It  30500   3409 | T(s) 9001.19 | Feas 34 1005516.00 1005824.20 | Inf 49 1005359.88 1005751.75 | Div 0.34 0.30 | Feas 0.02 1.00 | Pen 46.88 0.10
It  31000    341 | T(s) 9137.21 | Feas 47 1005359.00 1005848.36 | Inf 25 1005354.46 1005895.20 | Div 0.35 0.39 | Feas 0.34 1.00 | Pen 41.46 0.10
It  31500    841 | T(s) 9277.19 | Feas 63 1005359.00 1005645.48 | Inf 37 1005364.76 1005671.41 | Div 0.31 0.34 | Feas 0.01 1.00 | Pen 51.76 0.10
It  32000     14 | T(s) 9416.57 | Feas 52 1005283.00 1005726.96 | Inf 41 1005292.78 1005900.85 | Div 0.35 0.38 | Feas 0.57 1.00 | Pen 45.78 0.10
It  32500    514 | T(s) 9557.23 | Feas 33 1005283.00 1005934.08 | Inf 38 1005277.48 1005864.38 | Div 0.41 0.40 | Feas 0.29 1.00 | Pen 40.48 0.10
It  33000    272 | T(s) 9698.85 | Feas 65 1005230.00 1005693.20 | Inf 60 1005234.54 1005653.20 | Div 0.34 0.35 | Feas 0.01 1.00 | Pen 50.54 0.10
It  33500    772 | T(s) 9841.33 | Feas 37 1005230.00 1005731.32 | Inf 52 1005228.69 1005603.17 | Div 0.39 0.35 | Feas 0.28 1.00 | Pen 44.69 0.10
It  34000     22 | T(s) 9974.12 | Feas 51 1005105.00 1005563.16 | Inf 35 1005098.52 1005702.87 | Div 0.35 0.39 | Feas 0.41 1.00 | Pen 39.52 0.10
It  34500    522 | T(s) 10118.47 | Feas 51 1005105.00 1005411.84 | Inf 43 1005108.35 1005532.18 | Div 0.30 0.35 | Feas 0.00 1.00 | Pen 49.35 0.10
It  35000   1022 | T(s) 10255.25 | Feas 53 1005105.00 1005388.72 | Inf 32 1005088.64 1005407.33 | Div 0.30 0.33 | Feas 0.32 1.00 | Pen 43.64 0.10
It  35500    145 | T(s) 10390.04 | Feas 25 1005104.00 1005669.92 | Inf 26 1005049.59 1005469.57 | Div 0.39 0.34 | Feas 0.33 1.00 | Pen 38.59 0.10
It  36000    197 | T(s) 10525.68 | Feas 39 1005045.00 1005260.00 | Inf 48 1005023.18 1005250.23 | Div 0.27 0.21 | Feas 0.01 1.00 | Pen 48.18 0.10
It  36500    154 | T(s) 10661.09 | Feas 44 1005011.00 1005316.60 | Inf 34 1005015.13 1005268.98 | Div 0.29 0.29 | Feas 0.25 1.00 | Pen 50.13 0.10
It  37000     50 | T(s) 10799.46 | Feas 53 1004936.00 1005257.44 | Inf 50 1004956.33 1005176.45 | Div 0.28 0.26 | Feas 0.35 1.00 | Pen 44.33 0.10
It  37500    268 | T(s) 10937.97 | Feas 46 1004907.00 1005141.32 | Inf 31 1004951.20 1005418.76 | Div 0.25 0.36 | Feas 0.42 1.00 | Pen 39.20 0.10
It  38000    417 | T(s) 11075.50 | Feas 59 1004874.00 1005107.76 | Inf 56 1004876.94 1005151.24 | Div 0.24 0.27 | Feas 0.00 1.00 | Pen 48.94 0.10
It  38500    917 | T(s) 11211.28 | Feas 51 1004874.00 1005114.00 | Inf 29 1004867.28 1005302.37 | Div 0.24 0.36 | Feas 0.36 1.00 | Pen 43.28 0.10
It  39000   1417 | T(s) 11349.70 | Feas 50 1004874.00 1005179.80 | Inf 64 1004869.03 1005128.63 | Div 0.28 0.26 | Feas 0.22 1.00 | Pen 45.03 0.10
It  39500    188 | T(s) 11483.90 | Feas 33 1004866.00 1005218.52 | Inf 54 1004859.82 1005132.69 | Div 0.31 0.26 | Feas 0.38 1.00 | Pen 39.82 0.10
It  40000    476 | T(s) 11619.73 | Feas 56 1004853.00 1005025.12 | Inf 25 1004856.72 1005488.13 | Div 0.22 0.34 | Feas 0.06 1.00 | Pen 49.72 0.10
It  40500     65 | T(s) 11754.05 | Feas 31 1004765.00 1005121.20 | Inf 39 1004762.97 1005105.55 | Div 0.29 0.28 | Feas 0.33 1.00 | Pen 43.97 0.10
It  41000    565 | T(s) 11886.82 | Feas 61 1004765.00 1004991.20 | Inf 62 1004757.88 1005018.71 | Div 0.24 0.24 | Feas 0.41 1.00 | Pen 38.88 0.10
It  41500   1065 | T(s) 12023.79 | Feas 52 1004765.00 1005370.08 | Inf 51 1004767.54 1005263.05 | Div 0.34 0.31 | Feas 0.15 1.00 | Pen 48.54 0.10
It  42000   1565 | T(s) 12164.33 | Feas 59 1004765.00 1005124.68 | Inf 42 1004769.50 1005106.29 | Div 0.29 0.29 | Feas 0.10 1.00 | Pen 50.50 0.10
It  42500   2065 | T(s) 12299.79 | Feas 65 1004765.00 1005244.56 | Inf 33 1004738.66 1005237.96 | Div 0.31 0.33 | Feas 0.41 1.00 | Pen 44.66 0.10
It  43000   2565 | T(s) 12437.70 | Feas 43 1004765.00 1005017.64 | Inf 31 1004733.50 1005153.26 | Div 0.25 0.31 | Feas 0.33 1.00 | Pen 39.50 0.10
It  43500   3065 | T(s) 12576.33 | Feas 35 1004765.00 1004927.28 | Inf 44 1004743.31 1004935.47 | Div 0.23 0.20 | Feas 0.02 1.00 | Pen 49.31 0.10
It  44000    213 | T(s) 12712.99 | Feas 49 1004590.00 1004933.04 | Inf 25 1004654.61 1005158.68 | Div 0.24 0.31 | Feas 0.33 1.00 | Pen 43.61 0.10
It  44500    713 | T(s) 12848.52 | Feas 44 1004590.00 1004911.08 | Inf 62 1004649.56 1004802.75 | Div 0.25 0.17 | Feas 0.28 1.00 | Pen 38.56 0.10
It  45000   1213 | T(s) 12988.68 | Feas 39 1004590.00 1005011.16 | Inf 44 1004635.30 1004905.04 | Div 0.29 0.22 | Feas 0.00 1.00 | Pen 48.15 0.10
It  45500    107 | T(s) 13127.98 | Feas 51 1004527.00 1004888.84 | Inf 36 1004509.74 1004775.95 | Div 0.22 0.22 | Feas 0.35 1.00 | Pen 42.58 0.10
It  46000    152 | T(s) 13263.69 | Feas 58 1004521.00 1004728.72 | Inf 48 1004449.16 1004797.22 | Div 0.16 0.21 | Feas 0.03 1.00 | Pen 53.16 0.10
It  46500     93 | T(s) 13395.08 | Feas 35 1004361.00 1004721.32 | Inf 49 1004361.02 1004580.78 | Div 0.21 0.14 | Feas 0.00 1.00 | Pen 47.01 0.10
It  47000    593 | T(s) 13526.98 | Feas 58 1004361.00 1004442.88 | Inf 33 1004284.72 1004582.33 | Div 0.08 0.17 | Feas 0.37 1.00 | Pen 41.57 0.10
It  47500    266 | T(s) 13655.62 | Feas 46 1004227.00 1004437.56 | Inf 30 1004236.25 1004509.51 | Div 0.14 0.17 | Feas 0.29 1.00 | Pen 43.25 0.10
It  48000     53 | T(s) 13782.74 | Feas 34 1004172.00 1004434.48 | Inf 62 1004164.25 1004389.72 | Div 0.16 0.12 | Feas 0.31 1.00 | Pen 38.25 0.10
It  48500    428 | T(s) 13910.18 | Feas 35 1004082.00 1004277.12 | Inf 32 1004083.75 1004254.86 | Div 0.11 0.11 | Feas 0.01 1.00 | Pen 47.75 0.10
It  49000    163 | T(s) 14029.07 | Feas 52 1004071.00 1004124.96 | Inf 49 1004064.23 1004121.59 | Div 0.06 0.05 | Feas 0.38 1.00 | Pen 42.23 0.10
It  49500    291 | T(s) 14143.14 | Feas 46 1004019.00 1004094.76 | Inf 44 1004025.72 1004099.36 | Div 0.06 0.07 | Feas 0.05 1.00 | Pen 52.72 0.10
It  50000    791 | T(s) 14262.97 | Feas 46 1004019.00 1004212.72 | Inf 28 1004019.63 1004206.37 | Div 0.13 0.12 | Feas 0.07 1.00 | Pen 46.63 0.10
It  50500    156 | T(s) 14382.53 | Feas 33 1003962.00 1004024.56 | Inf 41 1003957.23 1004026.40 | Div 0.07 0.07 | Feas 0.40 1.00 | Pen 41.23 0.10
----- GENETIC ALGORITHM FINISHED AFTER 50830 ITERATIONS. TIME SPENT: 14460.3
----- WRITING BEST SOLUTION IN : results/hgs/XLTEST-n6034-k1234.vrp.sol
----- IMPOSSIBLE TO OPEN: results/hgs/XLTEST-n6034-k1234.vrp.sol
