=========== Algorithm Parameters =================
---- nbGranular              is set to 20
---- mu                      is set to 25
---- lambda                  is set to 40
---- nbElite                 is set to 4
---- nbClose                 is set to 5
---- nbIterPenaltyManagement is set to 100
---- targetFeasible          is set to 0.2
---- penaltyDecrease         is set to 0.85
---- penaltyIncrease         is set to 1.2
---- seed                    is set to 1
---- nbIter                  is set to 20000
---- nbIterTraces            is set to 500
---- timeLimit               is set to 10140
---- useSwapStar             is set to 1
==================================================
----- READING INSTANCE: XLDemo/XLTEST-n4245-k164.vrp
----- FLEET SIZE WAS NOT SPECIFIED: DEFAULT INITIALIZATION TO 216 VEHICLES
----- INSTANCE SUCCESSFULLY LOADED WITH 4244 CLIENTS AND 216 VEHICLES
----- BUILDING INITIAL POPULATION
----- STARTING GENETIC ALGORITHM
It      0      2 | T(s) 66.07 | Feas 60 201848.00 202419.48 | NO-INFEASIBLE | Div 0.61 -1.00 | Feas 1.00 1.00 | Pen 850.00 0.85
It   9500    681 | T(s) 1691.06 | Feas 58 196469.00 196675.56 | Inf 51 196575.79 196971.59 | Div 0.35 0.36 | Feas 0.18 1.00 | Pen 244.79 0.10
It  10000     22 | T(s) 1773.67 | Feas 26 196418.00 197075.48 | Inf 46 196580.68 197052.33 | Div 0.44 0.39 | Feas 0.20 1.00 | Pen 249.68 0.10
It  10500    277 | T(s) 1856.19 | Feas 39 196334.00 196749.44 | Inf 33 196630.62 197203.27 | Div 0.37 0.41 | Feas 0.24 1.00 | Pen 299.62 0.10
It  11000    434 | T(s) 1933.65 | Feas 39 196300.00 196650.24 | Inf 48 196547.48 196865.93 | Div 0.37 0.36 | Feas 0.18 1.00 | Pen 216.48 0.10
It  11500    159 | T(s) 2015.75 | Feas 60 196266.00 196548.56 | Inf 44 196590.77 196974.80 | Div 0.32 0.37 | Feas 0.19 1.00 | Pen 259.77 0.10
It  12000    247 | T(s) 2099.61 | Feas 35 196248.00 196494.64 | Inf 36 196594.97 196837.44 | Div 0.33 0.35 | Feas 0.20 1.00 | Pen 264.97 0.10
It  12500    747 | T(s) 2180.07 | Feas 58 196248.00 196449.00 | Inf 60 196487.73 196757.52 | Div 0.28 0.33 | Feas 0.31 1.00 | Pen 229.73 0.10
It  13000    275 | T(s) 2257.51 | Feas 60 196189.00 196390.28 | Inf 55 196533.67 196708.46 | Div 0.27 0.30 | Feas 0.20 1.00 | Pen 275.67 0.10
It  13500    775 | T(s) 2338.40 | Feas 40 196189.00 196402.44 | Inf 33 196513.19 196738.04 | Div 0.32 0.35 | Feas 0.24 1.00 | Pen 281.19 0.10
It  14000   1275 | T(s) 2417.50 | Feas 50 196189.00 196341.80 | Inf 50 196369.01 196696.41 | Div 0.30 0.34 | Feas 0.19 1.00 | Pen 239.01 0.10
It  14500   1775 | T(s) 2498.13 | Feas 65 196189.00 196376.80 | Inf 40 196416.81 196873.69 | Div 0.32 0.38 | Feas 0.22 1.00 | Pen 286.81 0.10
It  15000    153 | T(s) 2579.40 | Feas 56 196166.00 196396.28 | Inf 27 196422.55 196990.96 | Div 0.31 0.40 | Feas 0.22 1.00 | Pen 292.55 0.10
It  15500    376 | T(s) 2659.65 | Feas 34 196093.00 196506.68 | Inf 48 196410.40 196706.40 | Div 0.38 0.36 | Feas 0.29 1.00 | Pen 298.40 0.10
It  16000    876 | T(s) 2736.96 | Feas 49 196093.00 196283.12 | Inf 26 196327.59 196880.73 | Div 0.30 0.41 | Feas 0.19 1.00 | Pen 215.59 0.10
It  16500   1376 | T(s) 2816.53 | Feas 61 196093.00 196243.44 | Inf 62 196295.25 196426.05 | Div 0.26 0.27 | Feas 0.17 1.00 | Pen 183.25 0.10
It  17000    153 | T(s) 2897.27 | Feas 44 196061.00 196190.00 | Inf 25 196260.88 196710.26 | Div 0.29 0.37 | Feas 0.18 1.00 | Pen 263.88 0.10
It  17500    446 | T(s) 2975.96 | Feas 62 195939.00 196279.60 | Inf 52 196266.16 196616.34 | Div 0.31 0.34 | Feas 0.14 1.00 | Pen 269.16 0.10
It  18000    483 | T(s) 3054.60 | Feas 34 195931.00 196176.80 | Inf 36 196163.16 196571.53 | Div 0.32 0.35 | Feas 0.19 1.00 | Pen 269.16 0.10
It  18500    983 | T(s) 3134.18 | Feas 44 195931.00 196135.76 | Inf 57 196122.79 196434.29 | Div 0.31 0.31 | Feas 0.22 1.00 | Pen 228.79 0.10
It  19000   1483 | T(s) 3213.19 | Feas 58 195931.00 196040.64 | Inf 48 196092.36 196251.49 | Div 0.22 0.27 | Feas 0.16 1.00 | Pen 198.36 0.10
It  19500   1983 | T(s) 3291.41 | Feas 30 195931.00 196148.76 | Inf 48 196127.03 196378.63 | Div 0.31 0.29 | Feas 0.24 1.00 | Pen 238.03 0.10
It  20000    283 | T(s) 3368.03 | Feas 41 195888.00 196054.48 | Inf 37 196171.64 196450.00 | Div 0.29 0.31 | Feas 0.25 1.00 | Pen 285.64 0.10
It  20500    295 | T(s) 3446.99 | Feas 62 195851.00 196054.40 | Inf 58 196155.64 196348.51 | Div 0.29 0.30 | Feas 0.19 1.00 | Pen 285.64 0.10
It  21000    795 | T(s) 3528.45 | Feas 45 195851.00 196139.20 | Inf 43 196133.64 196450.31 | Div 0.31 0.33 | Feas 0.16 1.00 | Pen 285.64 0.10
It  21500   1295 | T(s) 3604.85 | Feas 50 195851.00 196121.88 | Inf 25 196054.37 196632.64 | Div 0.32 0.37 | Feas 0.17 1.00 | Pen 206.37 0.10
It  22000    148 | T(s) 3682.37 | Feas 54 195806.00 196053.68 | Inf 61 195953.50 196259.94 | Div 0.30 0.28 | Feas 0.26 1.00 | Pen 210.50 0.10
It  22500    648 | T(s) 3760.76 | Feas 64 195806.00 195988.96 | Inf 56 195946.00 196193.00 | Div 0.26 0.27 | Feas 0.26 1.00 | Pen 219.00 0.10
It  23000     75 | T(s) 3839.56 | Feas 40 195784.00 196043.76 | Inf 44 195950.38 196221.65 | Div 0.30 0.28 | Feas 0.17 1.00 | Pen 223.38 0.10
It  23500     46 | T(s) 3917.32 | Feas 48 195737.00 195956.48 | Inf 40 195995.06 196269.83 | Div 0.28 0.28 | Feas 0.16 1.00 | Pen 268.06 0.10
It  24000    465 | T(s) 3994.03 | Feas 26 195733.00 196018.96 | Inf 30 195995.06 196302.48 | Div 0.30 0.29 | Feas 0.17 1.00 | Pen 268.06 0.10
It  24500     39 | T(s) 4069.79 | Feas 40 195719.00 195965.00 | Inf 61 195975.42 196103.82 | Div 0.26 0.21 | Feas 0.17 1.00 | Pen 273.42 0.10
It  25000    236 | T(s) 4148.01 | Feas 62 195693.00 195898.40 | Inf 52 195946.42 196154.39 | Div 0.25 0.25 | Feas 0.19 1.00 | Pen 273.42 0.10
It  25500    736 | T(s) 4225.72 | Feas 39 195693.00 196034.80 | Inf 36 195905.41 196094.42 | Div 0.30 0.26 | Feas 0.19 1.00 | Pen 232.41 0.10
It  26000   1236 | T(s) 4306.77 | Feas 44 195693.00 195922.28 | Inf 28 195898.41 196180.76 | Div 0.29 0.29 | Feas 0.18 1.00 | Pen 232.41 0.10
It  26500    430 | T(s) 4381.39 | Feas 48 195659.00 195847.00 | Inf 25 195884.41 196101.17 | Div 0.26 0.27 | Feas 0.20 1.00 | Pen 232.41 0.10
It  27000    388 | T(s) 4456.00 | Feas 58 195609.00 195786.40 | Inf 61 195930.89 196041.99 | Div 0.23 0.21 | Feas 0.21 1.00 | Pen 278.89 0.10
It  27500    178 | T(s) 4534.49 | Feas 47 195566.00 195767.36 | Inf 47 195839.06 196050.42 | Div 0.25 0.26 | Feas 0.18 1.00 | Pen 237.06 0.10
It  28000    678 | T(s) 4608.51 | Feas 52 195566.00 195782.64 | Inf 39 195821.80 196148.33 | Div 0.26 0.29 | Feas 0.15 1.00 | Pen 241.80 0.10
It  28500   1178 | T(s) 4684.12 | Feas 54 195566.00 195745.96 | Inf 36 195821.80 196168.45 | Div 0.24 0.30 | Feas 0.20 1.00 | Pen 241.80 0.10
It  29000    149 | T(s) 4758.97 | Feas 62 195556.00 195779.48 | Inf 37 195784.80 196078.68 | Div 0.26 0.28 | Feas 0.18 1.00 | Pen 241.80 0.10
It  29500    474 | T(s) 4834.64 | Feas 40 195546.00 195756.88 | Inf 29 195825.16 196080.02 | Div 0.26 0.28 | Feas 0.21 1.00 | Pen 290.16 0.10
It  30000    214 | T(s) 4907.20 | Feas 58 195524.00 195641.48 | Inf 51 195774.57 195965.19 | Div 0.24 0.25 | Feas 0.24 1.00 | Pen 251.57 0.10
It  30500    377 | T(s) 4982.59 | Feas 33 195517.00 195818.20 | Inf 37 195754.60 195972.64 | Div 0.31 0.28 | Feas 0.19 1.00 | Pen 256.60 0.10
It  31000    877 | T(s) 5057.91 | Feas 59 195517.00 195687.28 | Inf 62 195754.60 195923.84 | Div 0.25 0.24 | Feas 0.24 1.00 | Pen 256.60 0.10
It  31500   1377 | T(s) 5135.35 | Feas 41 195517.00 195769.32 | Inf 44 195707.60 196006.67 | Div 0.30 0.29 | Feas 0.21 1.00 | Pen 256.60 0.10
It  32000   1877 | T(s) 5210.40 | Feas 45 195517.00 195739.04 | Inf 35 195758.92 196160.95 | Div 0.28 0.31 | Feas 0.19 1.00 | Pen 307.92 0.10
It  32500   2377 | T(s) 5287.27 | Feas 30 195517.00 195764.00 | Inf 43 195667.47 195951.87 | Div 0.30 0.29 | Feas 0.18 1.00 | Pen 222.47 0.10
It  33000    213 | T(s) 5362.28 | Feas 36 195457.00 195843.08 | Inf 47 195711.96 196033.99 | Div 0.31 0.28 | Feas 0.13 1.00 | Pen 266.96 0.10
It  33500    713 | T(s) 5437.63 | Feas 34 195457.00 195784.36 | Inf 38 195671.92 195918.66 | Div 0.31 0.29 | Feas 0.27 1.00 | Pen 226.92 0.10
It  34000   1213 | T(s) 5513.95 | Feas 43 195457.00 195811.36 | Inf 32 195676.46 196083.80 | Div 0.31 0.31 | Feas 0.16 1.00 | Pen 231.46 0.10
It  34500    455 | T(s) 5587.64 | Feas 40 195448.00 195831.68 | Inf 28 195728.30 196049.79 | Div 0.31 0.31 | Feas 0.14 1.00 | Pen 283.30 0.10
It  35000    955 | T(s) 5664.57 | Feas 60 195448.00 195660.72 | Inf 51 195784.97 196069.48 | Div 0.26 0.28 | Feas 0.13 1.00 | Pen 339.97 0.10
It  35500    330 | T(s) 5737.87 | Feas 40 195431.00 195665.12 | Inf 57 195711.97 195888.45 | Div 0.28 0.25 | Feas 0.23 1.00 | Pen 288.97 0.10
It  36000    830 | T(s) 5810.11 | Feas 43 195431.00 195644.88 | Inf 42 195664.62 195890.62 | Div 0.29 0.30 | Feas 0.18 1.00 | Pen 245.62 0.10
It  36500    489 | T(s) 5890.53 | Feas 39 195395.00 195767.92 | Inf 62 195649.54 195976.36 | Div 0.31 0.29 | Feas 0.30 1.00 | Pen 250.54 0.10
It  37000    989 | T(s) 5969.05 | Feas 59 195395.00 195652.64 | Inf 48 195625.55 195858.51 | Div 0.29 0.27 | Feas 0.28 1.00 | Pen 255.55 0.10
It  37500     61 | T(s) 6044.42 | Feas 65 195368.00 195484.08 | Inf 38 195666.66 195852.54 | Div 0.23 0.27 | Feas 0.24 1.00 | Pen 306.66 0.10
It  38000    561 | T(s) 6118.61 | Feas 38 195368.00 195516.04 | Inf 62 195668.79 195826.22 | Div 0.26 0.25 | Feas 0.14 1.00 | Pen 312.79 0.10
It  38500    175 | T(s) 6194.13 | Feas 61 195358.00 195535.84 | Inf 42 195593.87 195858.97 | Div 0.25 0.29 | Feas 0.24 1.00 | Pen 265.87 0.10
It  39000     13 | T(s) 6265.63 | Feas 56 195335.00 195470.04 | Inf 63 195526.99 195720.79 | Div 0.25 0.25 | Feas 0.21 1.00 | Pen 225.99 0.10
It  39500    355 | T(s) 6340.37 | Feas 41 195298.00 195575.60 | Inf 52 195525.51 195812.77 | Div 0.28 0.27 | Feas 0.22 1.00 | Pen 230.51 0.10
It  40000    855 | T(s) 6417.07 | Feas 57 195298.00 195430.32 | Inf 57 195571.61 195759.62 | Div 0.22 0.24 | Feas 0.14 1.00 | Pen 276.61 0.10
It  40500   1355 | T(s) 6489.84 | Feas 41 195298.00 195518.24 | Inf 41 195522.61 195741.40 | Div 0.26 0.25 | Feas 0.23 1.00 | Pen 276.61 0.10
It  41000   1855 | T(s) 6564.39 | Feas 65 195298.00 195468.36 | Inf 58 195485.82 195653.09 | Div 0.25 0.23 | Feas 0.13 1.00 | Pen 239.82 0.10
It  41500   2355 | T(s) 6643.13 | Feas 25 195298.00 195684.96 | Inf 52 195493.79 195734.17 | Div 0.32 0.24 | Feas 0.20 1.00 | Pen 287.79 0.10
It  42000    292 | T(s) 6719.23 | Feas 45 195268.00 195554.56 | Inf 44 195491.79 195653.53 | Div 0.28 0.22 | Feas 0.19 1.00 | Pen 287.79 0.10
It  42500    792 | T(s) 6794.85 | Feas 51 195268.00 195568.08 | Inf 33 195497.54 195807.54 | Div 0.27 0.28 | Feas 0.28 1.00 | Pen 293.54 0.10
It  43000    326 | T(s) 6868.89 | Feas 25 195263.00 195783.88 | Inf 56 195503.42 195702.13 | Div 0.32 0.21 | Feas 0.17 1.00 | Pen 299.42 0.10
It  43500    354 | T(s) 6943.82 | Feas 45 195254.00 195481.24 | Inf 46 195509.40 195807.44 | Div 0.25 0.25 | Feas 0.30 1.00 | Pen 305.40 0.10
It  44000    193 | T(s) 7016.18 | Feas 55 195246.00 195345.44 | Inf 32 195463.40 195739.27 | Div 0.21 0.26 | Feas 0.21 1.00 | Pen 305.40 0.10
It  44500    693 | T(s) 7091.22 | Feas 37 195246.00 195562.88 | Inf 55 195469.51 195787.25 | Div 0.29 0.25 | Feas 0.26 1.00 | Pen 311.51 0.10
It  45000   1193 | T(s) 7165.76 | Feas 48 195246.00 195534.16 | Inf 38 195428.08 195721.45 | Div 0.27 0.25 | Feas 0.29 1.00 | Pen 270.08 0.10
It  45500    352 | T(s) 7238.43 | Feas 37 195209.00 195420.32 | Inf 37 195433.48 195603.46 | Div 0.25 0.21 | Feas 0.19 1.00 | Pen 275.48 0.10
It  46000    852 | T(s) 7313.73 | Feas 48 195209.00 195318.84 | Inf 30 195438.99 195651.23 | Div 0.20 0.25 | Feas 0.17 1.00 | Pen 280.99 0.10
It  46500     66 | T(s) 7385.69 | Feas 59 195199.00 195300.68 | Inf 29 195495.19 195802.71 | Div 0.18 0.27 | Feas 0.20 1.00 | Pen 337.19 0.10
It  47000    161 | T(s) 7461.47 | Feas 38 195194.00 195287.76 | Inf 58 195444.61 195609.94 | Div 0.20 0.19 | Feas 0.16 1.00 | Pen 286.61 0.10
It  47500    661 | T(s) 7534.15 | Feas 46 195194.00 195296.44 | Inf 43 195435.61 195550.72 | Div 0.20 0.19 | Feas 0.23 1.00 | Pen 286.61 0.10
It  48000    460 | T(s) 7604.44 | Feas 48 195186.00 195303.20 | Inf 30 195441.34 195582.18 | Div 0.18 0.23 | Feas 0.28 1.00 | Pen 292.34 0.10
It  48500    960 | T(s) 7676.61 | Feas 60 195186.00 195335.36 | Inf 62 195439.34 195579.64 | Div 0.21 0.18 | Feas 0.24 1.00 | Pen 292.34 0.10
It  49000    260 | T(s) 7748.59 | Feas 41 195185.00 195234.60 | Inf 42 195400.46 195531.84 | Div 0.17 0.20 | Feas 0.29 1.00 | Pen 253.46 0.10
It  49500     64 | T(s) 7820.96 | Feas 31 195163.00 195236.16 | Inf 27 195401.70 195684.89 | Div 0.17 0.24 | Feas 0.26 1.00 | Pen 263.70 0.10
It  50000    564 | T(s) 7892.87 | Feas 61 195163.00 195201.28 | Inf 61 195383.98 195494.85 | Div 0.13 0.17 | Feas 0.26 1.00 | Pen 268.98 0.10
It  50500    135 | T(s) 7961.11 | Feas 55 195134.00 195206.44 | Inf 54 195383.98 195528.98 | Div 0.15 0.18 | Feas 0.17 1.00 | Pen 268.98 0.10
It  51000    495 | T(s) 8032.06 | Feas 65 195119.00 195219.00 | Inf 39 195388.36 195504.41 | Div 0.17 0.18 | Feas 0.27 1.00 | Pen 274.36 0.10
It  51500    995 | T(s) 8102.81 | Feas 27 195119.00 195373.72 | Inf 35 195342.36 195546.73 | Div 0.22 0.21 | Feas 0.18 1.00 | Pen 274.36 0.10
It  52000      2 | T(s) 8174.90 | Feas 39 195117.00 195191.48 | Inf 31 195397.23 195518.99 | Div 0.16 0.19 | Feas 0.14 1.00 | Pen 329.23 0.10
It  52500    502 | T(s) 8245.16 | Feas 54 195117.00 195188.96 | Inf 47 195347.84 195457.76 | Div 0.16 0.16 | Feas 0.26 1.00 | Pen 279.84 0.10
It  53000     58 | T(s) 8315.85 | Feas 63 195101.00 195185.60 | Inf 41 195334.84 195468.78 | Div 0.17 0.16 | Feas 0.18 1.00 | Pen 279.84 0.10
It  53500    266 | T(s) 8386.19 | Feas 36 195074.00 195324.44 | Inf 36 195301.84 195460.20 | Div 0.22 0.17 | Feas 0.18 1.00 | Pen 279.84 0.10
It  54000    153 | T(s) 8456.84 | Feas 41 195057.00 195250.00 | Inf 31 195357.81 195530.12 | Div 0.21 0.19 | Feas 0.15 1.00 | Pen 335.81 0.10
It  54500    373 | T(s) 8524.12 | Feas 39 195053.00 195158.12 | Inf 53 195303.44 195464.43 | Div 0.19 0.16 | Feas 0.16 1.00 | Pen 285.44 0.10
It  55000    873 | T(s) 8595.16 | Feas 61 195053.00 195140.32 | Inf 45 195269.44 195518.89 | Div 0.18 0.20 | Feas 0.20 1.00 | Pen 285.44 0.10
It  55500   1373 | T(s) 8666.07 | Feas 65 195053.00 195167.56 | Inf 33 195218.48 195569.87 | Div 0.19 0.24 | Feas 0.26 1.00 | Pen 247.48 0.10
It  56000     50 | T(s) 8737.80 | Feas 37 194986.00 195166.24 | Inf 28 195267.97 195633.25 | Div 0.19 0.23 | Feas 0.11 1.00 | Pen 296.97 0.10
It  56500    550 | T(s) 8811.20 | Feas 63 194986.00 195139.92 | Inf 63 195223.43 195400.14 | Div 0.19 0.19 | Feas 0.17 1.00 | Pen 252.43 0.10
It  57000   1050 | T(s) 8881.81 | Feas 28 194986.00 195319.64 | Inf 53 195228.47 195399.41 | Div 0.26 0.18 | Feas 0.19 1.00 | Pen 257.47 0.10
It  57500   1550 | T(s) 8952.90 | Feas 39 194986.00 195170.28 | Inf 38 195228.47 195433.55 | Div 0.20 0.20 | Feas 0.17 1.00 | Pen 257.47 0.10
It  58000   2050 | T(s) 9024.29 | Feas 42 194986.00 195194.28 | Inf 43 195340.76 195469.78 | Div 0.21 0.18 | Feas 0.17 1.00 | Pen 370.76 0.10
It  58500    309 | T(s) 9095.84 | Feas 30 194963.00 195259.00 | Inf 49 195236.88 195340.04 | Div 0.23 0.17 | Feas 0.26 1.00 | Pen 267.88 0.10
It  59000    809 | T(s) 9167.47 | Feas 51 194963.00 195150.16 | Inf 38 195267.45 195520.91 | Div 0.19 0.19 | Feas 0.22 1.00 | Pen 321.45 0.10
It  59500   1309 | T(s) 9236.98 | Feas 62 194963.00 195038.56 | Inf 56 195178.25 195282.29 | Div 0.15 0.17 | Feas 0.26 1.00 | Pen 232.25 0.10
It  60000   1809 | T(s) 9309.40 | Feas 41 194963.00 195083.00 | Inf 64 195280.44 195345.80 | Div 0.18 0.15 | Feas 0.15 1.00 | Pen 334.44 0.10
It  60500    446 | T(s) 9381.50 | Feas 50 194949.00 195161.88 | Inf 55 195223.13 195416.05 | Div 0.20 0.18 | Feas 0.12 1.00 | Pen 341.13 0.10
It  61000    458 | T(s) 9454.64 | Feas 48 194942.00 195137.08 | Inf 63 195144.96 195316.59 | Div 0.21 0.18 | Feas 0.23 1.00 | Pen 289.96 0.10
It  61500    958 | T(s) 9525.87 | Feas 60 194942.00 195077.96 | Inf 47 195150.76 195358.04 | Div 0.20 0.20 | Feas 0.25 1.00 | Pen 295.76 0.10
It  62000   1458 | T(s) 9598.67 | Feas 31 194942.00 195283.16 | Inf 40 195150.76 195337.79 | Div 0.25 0.20 | Feas 0.22 1.00 | Pen 295.76 0.10
It  62500   1958 | T(s) 9671.48 | Feas 39 194942.00 195162.48 | Inf 43 195209.91 195299.39 | Div 0.22 0.16 | Feas 0.12 1.00 | Pen 354.91 0.10
It  63000     85 | T(s) 9742.49 | Feas 65 194935.00 195091.68 | Inf 55 195156.67 195211.87 | Div 0.19 0.13 | Feas 0.19 1.00 | Pen 301.67 0.10
It  63500    416 | T(s) 9814.25 | Feas 30 194932.00 195318.80 | Inf 46 195174.25 195393.74 | Div 0.27 0.15 | Feas 0.15 1.00 | Pen 369.25 0.10
It  64000    146 | T(s) 9884.96 | Feas 37 194912.00 195207.28 | Inf 26 195118.86 195416.14 | Div 0.23 0.21 | Feas 0.22 1.00 | Pen 313.86 0.10
It  64500    646 | T(s) 9956.95 | Feas 44 194912.00 195134.72 | Inf 52 195125.14 195298.30 | Div 0.22 0.16 | Feas 0.18 1.00 | Pen 320.14 0.10
It  65000   1146 | T(s) 10028.13 | Feas 63 194912.00 195053.24 | Inf 38 195125.14 195200.58 | Div 0.19 0.12 | Feas 0.25 1.00 | Pen 320.14 0.10
It  65500    358 | T(s) 10101.90 | Feas 48 194907.00 195109.40 | Inf 28 195131.54 195323.14 | Div 0.21 0.17 | Feas 0.13 1.00 | Pen 326.54 0.10
----- GENETIC ALGORITHM FINISHED AFTER 65768 ITERATIONS. TIME SPENT: 10140
----- WRITING BEST SOLUTION IN : results/hgs/XLTEST-n4245-k164.vrp.sol
----- IMPOSSIBLE TO OPEN: results/hgs/XLTEST-n4245-k164.vrp.sol
